name = extended_platinum_ec
technique = EC
tstamp = 1580482722.0
backend_name = memory
id = 6
timecol 'time/s' for: 'raw potential / [V]' and 'raw current / [mA]' and '$U_{RHE}$ / [V]' and 'J / [mA cm$^{-2}$]' and 'selector'
N_header_lines = 9

time/s,	raw potential / [V],	raw current / [mA],	$U_{RHE}$ / [V],	J / [mA cm$^{-2}$],	selector
419.63114738464355,	-0.37478444,	0.0007281622214680324,	0.34021556,	0.0007281622214680324,	2,	
419.7852473258972,	-0.37179062,	0.0007051273743989576,	0.34320937999999995,	0.0007051273743989576,	2,	
419.9393472671509,	-0.3684648,	0.0006760641624548843,	0.3465352,	0.0006760641624548843,	2,	
420.09344720840454,	-0.36561716,	0.0006600768013573901,	0.34938284,	0.0006600768013573901,	2,	
420.2475473880768,	-0.36255941,	0.0006438179611919365,	0.35244058999999994,	0.0006438179611919365,	2,	
420.40164732933044,	-0.35976058,	0.0006212875539789806,	0.35523942,	0.0006212875539789806,	2,	
420.5557472705841,	-0.35657337,	0.0006173086411987317,	0.35842662999999997,	0.0006173086411987317,	2,	
420.70984721183777,	-0.35342923,	0.0006068587414612518,	0.36157077,	0.0006068587414612518,	2,	
420.86394739151,	-0.35045063,	0.0005878933344609632,	0.36454937,	0.0005878933344609632,	2,	
421.0180473327637,	-0.34744549,	0.0005796364202088214,	0.36755450999999995,	0.0005796364202088214,	2,	
421.17214727401733,	-0.34450865,	0.000577926925054253,	0.37049134999999994,	0.000577926925054253,	2,	
421.326247215271,	-0.34133774,	0.0005712536193123782,	0.37366225999999997,	0.0005712536193123782,	2,	
421.48034739494324,	-0.33839697,	0.0005610844377438133,	0.37660302999999995,	0.0005610844377438133,	2,	
421.6344473361969,	-0.33525118,	0.0005628496274831228,	0.37974882,	0.0005628496274831228,	2,	
421.78854727745056,	-0.33201233,	0.0005645194741408215,	0.38298766999999995,	0.0005645194741408215,	2,	
421.9426472187042,	-0.32936597,	0.0005527392863227589,	0.38563402999999996,	0.0005527392863227589,	2,	
422.09674739837646,	-0.32618126,	0.0005534795770884022,	0.38881874,	0.0005534795770884022,	2,	
422.2508473396301,	-0.32295725,	0.0005639419338224899,	0.39204275,	0.0005639419338224899,	2,	
422.4049472808838,	-0.32002041,	0.0005563108846148813,	0.39497959,	0.0005563108846148813,	2,	
422.55904722213745,	-0.3168495,	0.0005557532991695552,	0.39815049999999996,	0.0005557532991695552,	2,	
422.7131474018097,	-0.31391838,	0.0005649067683655504,	0.40108161999999997,	0.0005649067683655504,	2,	
422.86724734306335,	-0.3107852,	0.0005655516700993728,	0.4042148,	0.0005655516700993728,	2,	
423.021347284317,	-0.30764663,	0.0005588388461857767,	0.40735337,	0.0005588388461857767,	2,	
423.1754472255707,	-0.30455241,	0.0005688946545450695,	0.41044759,	0.0005688946545450695,	2,	
423.32954716682434,	-0.30130801,	0.0005747381610625747,	0.41369198999999995,	0.0005747381610625747,	2,	
423.4836473464966,	-0.29813731,	0.0005725005415657975,	0.41686269,	0.0005725005415657975,	2,	
423.63774728775024,	-0.29509008,	0.0005735652546836117,	0.41990992,	0.0005735652546836117,	2,	
423.7918472290039,	-0.29197338,	0.0005880079549622896,	0.42302661999999996,	0.0005880079549622896,	2,	
423.94594717025757,	-0.28904629,	0.0005865849325980225,	0.42595371,	0.0005865849325980225,	2,	
424.1000473499298,	-0.28566533,	0.0005850707484911541,	0.42933467,	0.0005850707484911541,	2,	
424.2541472911835,	-0.28261647,	0.0005986312147813764,	0.43238352999999996,	0.0005986312147813764,	2,	
424.40824723243713,	-0.2794039,	0.0006106267480408614,	0.4355961,	0.0006106267480408614,	2,	
424.5623471736908,	-0.27642372,	0.0006044105915871682,	0.43857628,	0.0006044105915871682,	2,	
424.71644735336304,	-0.27321669,	0.0006131125370781917,	0.44178331,	0.0006131125370781917,	2,	
424.8705472946167,	-0.26996413,	0.0006224947317524931,	0.44503586999999994,	0.0006224947317524931,	2,	
425.02464723587036,	-0.26690653,	0.0006252081891001383,	0.44809347,	0.0006252081891001383,	2,	
425.178747177124,	-0.26378506,	0.0006283868077379302,	0.45121493999999995,	0.0006283868077379302,	2,	
425.33284735679626,	-0.26076064,	0.0006403065975398529,	0.45423936,	0.0006403065975398529,	2,	
425.4869472980499,	-0.25757933,	0.0006477661598615443,	0.45742067,	0.0006477661598615443,	2,	
425.6410472393036,	-0.25434235,	0.0006500554928053938,	0.46065765,	0.0006500554928053938,	2,	
425.79514718055725,	-0.25122511,	0.000655709513986481,	0.46377489,	0.000655709513986481,	2,	
425.9492473602295,	-0.24800776,	0.000670480713396736,	0.46699223999999995,	0.000670480713396736,	2,	
426.10334730148315,	-0.24481985,	0.0006719898474805575,	0.47018014999999996,	0.0006719898474805575,	2,	
426.2574472427368,	-0.24184069,	0.0006774714745492981,	0.47315931,	0.0006774714745492981,	2,	
426.4115471839905,	-0.238813,	0.0006973029268650156,	0.47618699999999997,	0.0006973029268650156,	2,	
426.56564712524414,	-0.23563012,	0.0007016402410831204,	0.47936987999999997,	0.0007016402410831204,	2,	
426.7197473049164,	-0.23243728,	0.0007041551233346799,	0.48256272,	0.0007041551233346799,	2,	
426.87384724617004,	-0.22928497,	0.0007128415040661088,	0.48571502999999994,	0.0007128415040661088,	2,	
427.0279471874237,	-0.22608121,	0.0007269499303373637,	0.48891878999999994,	0.0007269499303373637,	2,	
427.18204712867737,	-0.22308822,	0.0007328906333974186,	0.49191177999999997,	0.0007328906333974186,	2,	
427.3361473083496,	-0.22002602,	0.0007373321519957301,	0.49497398,	0.0007373321519957301,	2,	
427.49024724960327,	-0.21660529,	0.0007555274264025216,	0.49839470999999996,	0.0007555274264025216,	2,	
427.64434719085693,	-0.21357378,	0.0007635599271894038,	0.5014262199999999,	0.0007635599271894038,	2,	
427.7984471321106,	-0.21049435,	0.0007645581977538691,	0.50450565,	0.0007645581977538691,	2,	
427.95254731178284,	-0.20750457,	0.0007787435663362905,	0.50749543,	0.0007787435663362905,	2,	
428.1066472530365,	-0.20435373,	0.0007981431442230635,	0.51064627,	0.0007981431442230635,	2,	
428.26074719429016,	-0.20116474,	0.0007988832786757416,	0.51383526,	0.0007988832786757416,	2,	
428.4148471355438,	-0.19802555,	0.0008137593429133937,	0.51697445,	0.0008137593429133937,	2,	
428.56894731521606,	-0.19497071,	0.0008282125984263268,	0.52002929,	0.0008282125984263268,	2,	
428.7230472564697,	-0.19206089,	0.0008378776437604346,	0.5229391099999999,	0.0008378776437604346,	2,	
428.8771471977234,	-0.18878706,	0.0008410286288237246,	0.52621294,	0.0008410286288237246,	2,	
429.03124713897705,	-0.18586625,	0.000861102500272248,	0.52913375,	0.000861102500272248,	2,	
429.1853473186493,	-0.18273264,	0.0008777769269048075,	0.53226736,	0.0008777769269048075,	2,	
429.33944725990295,	-0.17976379,	0.0008806465164639995,	0.53523621,	0.0008806465164639995,	2,	
429.4935472011566,	-0.17668572,	0.0008938483922161702,	0.53831428,	0.0008938483922161702,	2,	
429.6476471424103,	-0.17372811,	0.0009181723968171157,	0.54127189,	0.0009181723968171157,	2,	
429.80174708366394,	-0.17063674,	0.0009229443544450204,	0.5443632599999999,	0.0009229443544450204,	2,	
429.9558472633362,	-0.16778676,	0.0009325323850832151,	0.5472132399999999,	0.0009325323850832151,	2,	
430.10994720458984,	-0.16457398,	0.0009573513956484467,	0.55042602,	0.0009573513956484467,	2,	
430.2640471458435,	-0.1615243,	0.0009722824870186742,	0.5534756999999999,	0.0009722824870186742,	2,	
430.41814708709717,	-0.15844187,	0.0009839832283893915,	0.55655813,	0.0009839832283893915,	2,	
430.5722472667694,	-0.15566134,	0.001003237884793588,	0.55933866,	0.001003237884793588,	2,	
430.72634720802307,	-0.15248202,	0.001022621858637161,	0.56251798,	0.001022621858637161,	2,	
430.88044714927673,	-0.14948261,	0.001033932312582141,	0.56551739,	0.001033932312582141,	2,	
431.0345470905304,	-0.14643635,	0.001050468767887743,	0.56856365,	0.001050468767887743,	2,	
431.18864727020264,	-0.1433028,	0.00108127914505885,	0.5716972,	0.00108127914505885,	2,	
431.3427472114563,	-0.14045419,	0.001099262277159972,	0.5745458099999999,	0.001099262277159972,	2,	
431.49684715270996,	-0.13739005,	0.001113101681382081,	0.5776099499999999,	0.001113101681382081,	2,	
431.6509470939636,	-0.13423213,	0.001144383943760633,	0.58076787,	0.001144383943760633,	2,	
431.80504727363586,	-0.1314773,	0.001173418377102642,	0.5835227,	0.001173418377102642,	2,	
431.9591472148895,	-0.12816073,	0.001191917617024502,	0.58683927,	0.001191917617024502,	2,	
432.1132471561432,	-0.1253738,	0.00122163050289603,	0.5896262,	0.00122163050289603,	2,	
432.26734709739685,	-0.12222854,	0.001257450457971404,	0.59277146,	0.001257450457971404,	2,	
432.4214472770691,	-0.11925969,	0.001292575465797696,	0.5957403099999999,	0.001292575465797696,	2,	
432.57554721832275,	-0.11611156,	0.001320293359533226,	0.59888844,	0.001320293359533226,	2,	
432.7296471595764,	-0.11311167,	0.001362164157671265,	0.60188833,	0.001362164157671265,	2,	
432.8837471008301,	-0.11017093,	0.001404885992204771,	0.60482907,	0.001404885992204771,	2,	
433.03784704208374,	-0.10707387,	0.001442901453675188,	0.60792613,	0.001442901453675188,	2,	
433.191947221756,	-0.10410004,	0.00148894454573277,	0.61089996,	0.00148894454573277,	2,	
433.34604716300964,	-0.10102017,	0.001547188584991734,	0.61397983,	0.001547188584991734,	2,	
433.5001471042633,	-0.098014534,	0.001594743953368578,	0.6169854659999999,	0.001594743953368578,	2,	
433.65424704551697,	-0.09496329,	0.001649610279694916,	0.6200367099999999,	0.001649610279694916,	2,	
433.8083472251892,	-0.091826066,	0.001715217881005281,	0.623173934,	0.001715217881005281,	2,	
433.96244716644287,	-0.088819511,	0.001784444331105976,	0.626180489,	0.001784444331105976,	2,	
434.11654710769653,	-0.085927807,	0.001849405601100772,	0.629072193,	0.001849405601100772,	2,	
434.2706470489502,	-0.082668312,	0.001929998519174307,	0.632331688,	0.001929998519174307,	2,	
434.42474722862244,	-0.079571955,	0.002015446976384144,	0.6354280449999999,	0.002015446976384144,	2,	
434.5788471698761,	-0.076540425,	0.002099169044406109,	0.638459575,	0.002099169044406109,	2,	
434.73294711112976,	-0.073486157,	0.002185411557295229,	0.641513843,	0.002185411557295229,	2,	
434.8870470523834,	-0.070408314,	0.002289957658472515,	0.6445916859999999,	0.002289957658472515,	2,	
435.04114723205566,	-0.067239173,	0.002396357973860806,	0.6477608269999999,	0.002396357973860806,	2,	
435.1952471733093,	-0.063928567,	0.002498810136726679,	0.6510714329999999,	0.002498810136726679,	2,	
435.349347114563,	-0.060950961,	0.002619904690204285,	0.654049039,	0.002619904690204285,	2,	
435.50344705581665,	-0.0579268,	0.002753460056545155,	0.6570731999999999,	0.002753460056545155,	2,	
435.6575472354889,	-0.054691825,	0.002874751833512204,	0.6603081749999999,	0.002874751833512204,	2,	
435.81164717674255,	-0.051653717,	0.003009079042649651,	0.663346283,	0.003009079042649651,	2,	
435.9657471179962,	-0.048646152,	0.003158794522090207,	0.666353848,	0.003158794522090207,	2,	
436.1198470592499,	-0.045277834,	0.003310827000313904,	0.669722166,	0.003310827000313904,	2,	
436.2739472389221,	-0.042176198,	0.003461734865429045,	0.6728238019999999,	0.003461734865429045,	2,	
436.4280471801758,	-0.038916793,	0.003626491647144705,	0.676083207,	0.003626491647144705,	2,	
436.58214712142944,	-0.036099397,	0.003798602680609817,	0.678900603,	0.003798602680609817,	2,	
436.7362470626831,	-0.032833423,	0.003958760453791843,	0.6821665769999999,	0.003958760453791843,	2,	
436.89034700393677,	-0.02962631,	0.004129162005756276,	0.6853736899999999,	0.004129162005756276,	2,	
437.044447183609,	-0.026489332,	0.004315661680818605,	0.6885106679999999,	0.004315661680818605,	2,	
437.19854712486267,	-0.023240246,	0.004485668712441715,	0.691759754,	0.004485668712441715,	2,	
437.35264706611633,	-0.020238511,	0.004656630187875946,	0.694761489,	0.004656630187875946,	2,	
437.50674700737,	-0.017249426,	0.004838788131612523,	0.697750574,	0.004838788131612523,	2,	
437.66084718704224,	-0.014250522,	0.005013389870527324,	0.700749478,	0.005013389870527324,	2,	
437.8149471282959,	-0.010732908,	0.005169220541958841,	0.7042670919999999,	0.005169220541958841,	2,	
437.96904706954956,	-0.0075694122,	0.005334278381751684,	0.7074305878,	0.005334278381751684,	2,	
438.1231470108032,	-0.0044237999,	0.005491794728975041,	0.7105762001,	0.005491794728975041,	2,	
438.27724719047546,	-0.0017870301,	0.005579520372880828,	0.7132129698999999,	0.005579520372880828,	2,	
438.4313471317291,	0.0011899801,	0.005715788078875447,	0.7161899801,	0.005715788078875447,	2,	
438.5854470729828,	0.004300578,	0.005843103084290591,	0.719300578,	0.005843103084290591,	2,	
438.73954701423645,	0.0075564925,	0.005935737012897978,	0.7225564925,	0.005935737012897978,	2,	
438.8936471939087,	0.010906437,	0.006009186680595364,	0.725906437,	0.006009186680595364,	2,	
439.04774713516235,	0.013826358,	0.006080692501340024,	0.728826358,	0.006080692501340024,	2,	
439.201847076416,	0.016815996,	0.006134445505067115,	0.7318159959999999,	0.006134445505067115,	2,	
439.3559470176697,	0.020235902,	0.006161339749520184,	0.735235902,	0.006161339749520184,	2,	
439.5100471973419,	0.023251224,	0.006186440286936407,	0.738251224,	0.006186440286936407,	2,	
439.6641471385956,	0.026426477,	0.006204791839469884,	0.741426477,	0.006204791839469884,	2,	
439.81824707984924,	0.029510522,	0.006208449070928261,	0.744510522,	0.006208449070928261,	2,	
439.9723470211029,	0.032622304,	0.006206172423892063,	0.747622304,	0.006206172423892063,	2,	
440.12644696235657,	0.035550442,	0.006210595861494136,	0.750550442,	0.006210595861494136,	2,	
440.2805471420288,	0.03890194,	0.006219599408259616,	0.75390194,	0.006219599408259616,	2,	
440.43464708328247,	0.04186061,	0.00621151724506612,	0.7568606099999999,	0.00621151724506612,	2,	
440.58874702453613,	0.044912621,	0.006215422729024145,	0.759912621,	0.006215422729024145,	2,	
440.7428469657898,	0.048059501,	0.006230850614265308,	0.763059501,	0.006230850614265308,	2,	
440.89694714546204,	0.05098772,	0.006242728933810102,	0.7659877199999999,	0.006242728933810102,	2,	
441.0510470867157,	0.05405914,	0.00627190896124229,	0.76905914,	0.00627190896124229,	2,	
441.20514702796936,	0.05719484,	0.006315721851675171,	0.7721948399999999,	0.006315721851675171,	2,	
441.359246969223,	0.060404282,	0.006369954041029968,	0.775404282,	0.006369954041029968,	2,	
441.51334714889526,	0.063376658,	0.00643312677843115,	0.778376658,	0.00643312677843115,	2,	
441.6674470901489,	0.066608474,	0.006507720006761988,	0.781608474,	0.006507720006761988,	2,	
441.8215470314026,	0.069327608,	0.006584881289396442,	0.784327608,	0.006584881289396442,	2,	
441.97564697265625,	0.072420523,	0.006636101826056701,	0.787420523,	0.006636101826056701,	2,	
442.1297471523285,	0.075416557,	0.00662738288281417,	0.7904165569999999,	0.00662738288281417,	2,	
442.28384709358215,	0.078553714,	0.00656419075810466,	0.793553714,	0.00656419075810466,	2,	
442.4379470348358,	0.081462584,	0.006396591185470145,	0.7964625839999999,	0.006396591185470145,	2,	
442.5920469760895,	0.084626481,	0.00616077736972688,	0.799626481,	0.00616077736972688,	2,	
442.7461471557617,	0.087589458,	0.005896316793497006,	0.8025894579999999,	0.005896316793497006,	2,	
442.9002470970154,	0.090481989,	0.005628154902558122,	0.805481989,	0.005628154902558122,	2,	
443.05434703826904,	0.093568601,	0.005350434112416785,	0.8085686009999999,	0.005350434112416785,	2,	
443.2084469795227,	0.096841969,	0.005099611512896896,	0.8118419689999999,	0.005099611512896896,	2,	
443.36254692077637,	0.099722959,	0.004874220146346555,	0.814722959,	0.004874220146346555,	2,	
443.5166471004486,	0.10301118,	0.004672460679516752,	0.81801118,	0.004672460679516752,	2,	
443.67074704170227,	0.10580603,	0.004482687844814238,	0.82080603,	0.004482687844814238,	2,	
443.82484698295593,	0.1088741,	0.004329973562298514,	0.8238740999999999,	0.004329973562298514,	2,	
443.9789469242096,	0.11167595,	0.004196856219823498,	0.8266759499999999,	0.004196856219823498,	2,	
444.13304710388184,	0.11483666,	0.004074740381074832,	0.82983666,	0.004074740381074832,	2,	
444.2871470451355,	0.11796428,	0.003965975851166023,	0.83296428,	0.003965975851166023,	2,	
444.44124698638916,	0.12118922,	0.003886169919265582,	0.83618922,	0.003886169919265582,	2,	
444.5953469276428,	0.1241652,	0.00380006482629279,	0.8391652,	0.00380006482629279,	2,	
444.74944710731506,	0.12689953,	0.003730776971756505,	0.84189953,	0.003730776971756505,	2,	
444.9035470485687,	0.12989202,	0.003681859094863939,	0.84489202,	0.003681859094863939,	2,	
445.0576469898224,	0.1330772,	0.003634189360527777,	0.8480772,	0.003634189360527777,	2,	
445.21174693107605,	0.13618384,	0.003588148339079306,	0.85118384,	0.003588148339079306,	2,	
445.3658471107483,	0.13917543,	0.003561775462710651,	0.85417543,	0.003561775462710651,	2,	
445.51994705200195,	0.14225738,	0.003534471135914383,	0.85725738,	0.003534471135914383,	2,	
445.6740469932556,	0.14532238,	0.003509151218943359,	0.8603223799999999,	0.003509151218943359,	2,	
445.8281469345093,	0.1482386,	0.003489052852871049,	0.8632386,	0.003489052852871049,	2,	
445.9822471141815,	0.15150854,	0.003487859004723232,	0.86650854,	0.003487859004723232,	2,	
446.1363470554352,	0.15451911,	0.003484523064010918,	0.8695191099999999,	0.003484523064010918,	2,	
446.29044699668884,	0.15754317,	0.003472064941188728,	0.8725431699999999,	0.003472064941188728,	2,	
446.4445469379425,	0.16066621,	0.00347961516279896,	0.87566621,	0.00347961516279896,	2,	
446.59864687919617,	0.16347817,	0.003480344117410678,	0.87847817,	0.003480344117410678,	2,	
446.7527470588684,	0.1667563,	0.003482590636276567,	0.8817562999999999,	0.003482590636276567,	2,	
446.90684700012207,	0.17000347,	0.00349934705418968,	0.88500347,	0.00349934705418968,	2,	
447.06094694137573,	0.1729646,	0.003509416409125492,	0.8879646,	0.003509416409125492,	2,	
447.2150468826294,	0.17613772,	0.0035305311259064,	0.8911377199999999,	0.0035305311259064,	2,	
447.36914706230164,	0.17908499,	0.003551476480043239,	0.89408499,	0.003551476480043239,	2,	
447.5232470035553,	0.18219778,	0.003573243387349552,	0.89719778,	0.003573243387349552,	2,	
447.67734694480896,	0.18538834,	0.003596937403081452,	0.90038834,	0.003596937403081452,	2,	
447.8314468860626,	0.1886383,	0.00363174690007402,	0.9036383,	0.00363174690007402,	2,	
447.98554706573486,	0.19182643,	0.003655566762243254,	0.90682643,	0.003655566762243254,	2,	
448.1396470069885,	0.19475877,	0.003709234807547007,	0.9097587699999999,	0.003709234807547007,	2,	
448.2937469482422,	0.19796184,	0.003730874985316949,	0.9129618399999999,	0.003730874985316949,	2,	
448.44784688949585,	0.20103714,	0.003772675901004725,	0.91603714,	0.003772675901004725,	2,	
448.6019470691681,	0.20414431,	0.003803432904235073,	0.91914431,	0.003803432904235073,	2,	
448.75604701042175,	0.20745754,	0.003847237566355299,	0.9224575399999999,	0.003847237566355299,	2,	
448.9101469516754,	0.21055444,	0.003891358800558502,	0.92555444,	0.003891358800558502,	2,	
449.0642468929291,	0.21351442,	0.003926942623770826,	0.92851442,	0.003926942623770826,	2,	
